RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,Join
JA495551,,11/2/2017 8:20,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,HEAD ON,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/2/2017 9:20,NOT APPLICABLE,NOT APPLICABLE,1215,S,WABASH AVE,131,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,5,11,41.86698703,-87.62567288,POINT (-87.625672874579 41.86698702961),1
JA495556,,11/2/2017 8:30,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/2/2017 9:02,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,1331,W,WINONA ST,2033,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,5,11,41.975261,-87.6636301,POINT (-87.663630102963 41.975260996473),1
JA495621,,11/2/2017 8:30,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/2/2017 10:00,NOT APPLICABLE,UNABLE TO DETERMINE,1620,W,83RD ST,614,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,5,11,41.74316969,-87.66415502,POINT (-87.66415502206 41.743169691911),1
JA495544,,11/2/2017 8:30,5,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,1,STRAIGHT AND LEVEL,WET,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/2/2017 9:10,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1938,W,PERSHING RD,912,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,5,11,41.82336424,-87.67418596,POINT (-87.674185958029 41.82336423839),1
JA495540,,11/2/2017 8:35,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",11/2/2017 8:45,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7054,W,ARCHER AVE,811,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,5,11,41.79210624,-87.79876016,POINT (-87.798760162813 41.792106237891),1
JA497232,,11/2/2017 8:40,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,TURNING,ONE-WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",11/3/2017 13:10,UNABLE TO DETERMINE,UNABLE TO DETERMINE,199,E,GRAND AVE,1834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,5,11,41.89164999,-87.62274227,POINT (-87.622742264997 41.891649989376),1
JA495521,,11/2/2017 8:40,30,OTHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/2/2017 8:50,IMPROPER OVERTAKING/PASSING,IMPROPER TURNING/NO SIGNAL,801,E,38TH ST,212,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,8,5,11,41.82596542,-87.60789044,POINT (-87.607890440925 41.825965423401),1
JA495638,Y,11/2/2017 9:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,UNKNOWN,UNKNOWN,OTHER OBJECT,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,Y,Y,"$501 - $1,500",11/2/2017 9:45,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,625,S,CICERO AVE,1131,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,5,11,41.8723278,-87.74479149,POINT (-87.74479148865 41.872327802265),1
JA495573,,11/2/2017 9:00,3,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,PEDESTRIAN,ALLEY,0,STRAIGHT AND LEVEL,WET,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,11/2/2017 9:15,WEATHER,WEATHER,731,W,127TH ST,523,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,9,5,11,41.66315331,-87.64015471,POINT (-87.640154705044 41.663153313101),1
JA501084,,11/2/2017 9:00,35,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/6/2017 12:30,UNABLE TO DETERMINE,NOT APPLICABLE,5160,S,PULASKI RD,815,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,5,11,41.79875026,-87.72346641,POINT (-87.723466410189 41.798750257433),1
JA495587,,11/2/2017 9:00,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/2/2017 9:22,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2615,N,MOODY AVE,2512,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,5,11,41.92792045,-87.77935758,POINT (-87.779357583103 41.927920451694),1
JA495554,,11/2/2017 9:05,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/2/2017 9:25,UNABLE TO DETERMINE,NOT APPLICABLE,6963,N,BELL AVE,2411,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,5,11,42.00815301,-87.68586973,POINT (-87.685869730567 42.008153006943),1
JA495702,,11/2/2017 9:08,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT ON HILLCREST,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/2/2017 11:00,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,15,E,83RD ST,632,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,5,11,41.74355554,-87.62368497,POINT (-87.623684966934 41.743555538938),1
JA495774,,11/2/2017 9:10,5,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/2/2017 11:45,IMPROPER LANE USAGE,DRIVING ON WRONG SIDE/WRONG WAY,4300,N,NARRAGANSETT AVE,1632,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,5,11,41.95854835,-87.78691899,POINT (-87.786918988769 41.958548345645),1
JA495569,,11/2/2017 9:13,30,NO CONTROLS,NO CONTROLS,RAIN,DUSK,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/2/2017 9:16,EQUIPMENT - VEHICLE CONDITION,EQUIPMENT - VEHICLE CONDITION,331,W,95TH ST,511,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,7,0,9,5,11,41.72149803,-87.63232243,POINT (-87.632322431889 41.721498033303),1
JA495619,,11/2/2017 9:15,0,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/2/2017 9:45,UNABLE TO DETERMINE,NOT APPLICABLE,9301,S,COTTAGE GROVE AVE,633,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,5,11,41.72562478,-87.60441702,POINT (-87.604417018899 41.725624783389),1
JA504845,,11/2/2017 9:15,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,FIXED OBJECT,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/9/2017 9:20,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,77,E,ADAMS ST,113,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,5,11,41.87943624,-87.62485436,POINT (-87.624854359052 41.87943624279),1
JA495636,,11/2/2017 9:20,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/2/2017 10:32,IMPROPER BACKING,NOT APPLICABLE,841,W,GRACE ST,1923,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,9,5,11,41.95106678,-87.6512262,POINT (-87.651226203703 41.951066778561),1
JA495581,,11/2/2017 9:20,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/2/2017 9:20,WEATHER,NOT APPLICABLE,5699,N,NAGLE AVE,1622,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,5,11,41.98487427,-87.78755548,POINT (-87.787555484022 41.984874268025),1
JA495663,,11/2/2017 9:20,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,3,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/2/2017 9:30,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,338,S,WESTERN AVE,1125,Y,Y,,,,,5,NO INDICATION OF INJURY,0,0,0,0,0,6,0,9,5,11,41.87633352,-87.68642725,POINT (-87.686427245284 41.876333522472),1
JA495661,,11/2/2017 9:25,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,ANGLE,ONE-WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",11/2/2017 10:30,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,530,N,LAKE SHORE DR NB,1834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,5,11,41.89193056,-87.61406991,POINT (-87.614069912152 41.891930558551),1
JA495686,,11/2/2017 9:28,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN BARRIER,6,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,11/2/2017 11:10,UNABLE TO DETERMINE,NOT APPLICABLE,5534,S,LAKE PARK AVE,235,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,5,11,41.79414739,-87.58790939,POINT (-87.587909386674 41.794147386897),1
JA495626,,11/2/2017 9:30,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,3,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/2/2017 10:00,IMPROPER BACKING,WEATHER,224,S,CANAL ST,121,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,5,11,41.87856242,-87.63972223,POINT (-87.639722231725 41.87856241524),1
JA495584,,11/2/2017 9:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/2/2017 9:42,DISREGARDING ROAD MARKINGS,NOT APPLICABLE,5681,N,RIDGE AVE,2013,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,9,5,11,41.98530096,-87.66257262,POINT (-87.662572623765 41.985300958402),1
JA495600,,11/2/2017 9:35,30,NO CONTROLS,NO CONTROLS,OTHER,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,4,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/2/2017 9:37,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER LANE USAGE,223,W,CERMAK RD,914,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,5,11,41.85272883,-87.63296444,POINT (-87.632964437712 41.852728831254),1
JA495994,Y,11/2/2017 9:35,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/2/2017 14:36,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,500,N,MC CLURG CT,1834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,5,11,41.89108825,-87.61781709,POINT (-87.617817088506 41.891088251976),1
JA495808,,11/2/2017 9:40,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/2/2017 12:00,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3977,W,COLUMBUS AVE,834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,5,11,41.73585224,-87.72094571,POINT (-87.720945711007 41.73585223622),1
JA495603,,11/2/2017 9:45,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,1,STRAIGHT AND LEVEL,WET,WORN SURFACE,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/2/2017 9:47,WEATHER,WEATHER,5150,S,LA CROSSE AVE,814,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,5,11,41.79874693,-87.74429044,POINT (-87.744290436185 41.798746931819),1
JA495608,,11/2/2017 9:46,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/2/2017 9:46,FAILING TO YIELD RIGHT-OF-WAY,WEATHER,4800,W,47TH ST,814,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,5,11,41.80772702,-87.74322937,POINT (-87.743229365663 41.807727016772),1
JA495609,,11/2/2017 9:48,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,OTHER,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/2/2017 9:51,EXCEEDING SAFE SPEED FOR CONDITIONS,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,6721,S,DR MARTIN LUTHER KING JR DR,322,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,5,11,41.77237018,-87.61528914,POINT (-87.61528913891 41.772370174983),1
JA496250,,11/2/2017 10:00,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,1,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/2/2017 17:30,UNABLE TO DETERMINE,UNABLE TO DETERMINE,133,E,OHIO ST,1834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,10,5,11,41.89244502,-87.62423803,POINT (-87.624238026414 41.892445014605),1
JA495684,,11/2/2017 10:10,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/2/2017 10:15,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,600,N,HALSTED ST,1214,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,5,11,41.89236599,-87.64775282,POINT (-87.647752824195 41.892365986173),1
JA495652,,11/2/2017 10:10,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,FOG/SMOKE/HAZE,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/2/2017 10:15,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,430,S,MICHIGAN AVE,113,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,10,5,11,41.87624813,-87.62441919,POINT (-87.624419184591 41.876248128036),1
JA495617,,11/2/2017 10:10,20,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/2/2017 10:10,UNABLE TO DETERMINE,NOT APPLICABLE,3700,N,SAWYER AVE,1733,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,5,11,41.94852856,-87.70924252,POINT (-87.709242524241 41.948528557047),1
JA495949,,11/2/2017 10:15,20,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/2/2017 14:00,IMPROPER LANE USAGE,NOT APPLICABLE,3350,W,MONROE ST,1124,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,10,5,11,41.87970958,-87.71040637,POINT (-87.710406368231 41.879709575607),1
JA496346,,11/2/2017 10:15,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/2/2017 18:30,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2300,N,RACINE AVE,1811,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,5,11,41.92351974,-87.65854267,POINT (-87.658542668285 41.92351973721),1
JA495744,,11/2/2017 10:18,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/2/2017 10:25,IMPROPER TURNING/NO SIGNAL,FAILING TO REDUCE SPEED TO AVOID CRASH,1211,W,JACKSON BLVD,1231,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,10,5,11,41.8776735,-87.65751536,POINT (-87.657515363866 41.877673502032),1
JA495665,,11/2/2017 10:20,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,OTHER,3,STRAIGHT ON HILLCREST,WET,WORN SURFACE,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/2/2017 10:35,ROAD CONSTRUCTION/MAINTENANCE,NOT APPLICABLE,11500,S,MARSHFIELD AVE,2234,,,,Y,CONSTRUCTION,Y,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,5,11,41.68470876,-87.66285576,POINT (-87.662855757575 41.684708762863),1
JA495723,,11/2/2017 10:25,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/2/2017 10:40,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2001,W,HARRISON ST,1225,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,5,11,41.87393175,-87.67651165,POINT (-87.676511651553 41.873931753618),1
JA495679,,11/2/2017 10:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,REAR END,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/2/2017 11:06,IMPROPER OVERTAKING/PASSING,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1601,W,DIVERSEY PKWY,1931,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,5,11,41.93229306,-87.66845257,POINT (-87.668452571378 41.932293057228),1
JA495657,,11/2/2017 10:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/2/2017 10:47,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,3800,W,OGDEN AVE,1014,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,10,5,11,41.85295257,-87.72000846,POINT (-87.720008461242 41.852952570147),1
JA495706,,11/2/2017 10:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/2/2017 11:26,NOT APPLICABLE,NOT APPLICABLE,150,N,JEFFERSON ST,121,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,10,5,11,41.88462153,-87.64288558,POINT (-87.642885583026 41.884621527834),1
JA495593,,11/2/2017 10:35,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN BARRIER,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/2/2017 11:00,IMPROPER LANE USAGE,NOT APPLICABLE,300,S,MICHIGAN AVE,113,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,5,11,41.87821735,-87.62445584,POINT (-87.624455840297 41.878217345311),1
JA495650,,11/2/2017 10:35,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/2/2017 10:40,IMPROPER LANE USAGE,IMPROPER OVERTAKING/PASSING,220,S,CLINTON ST,121,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,10,5,11,41.8786885,-87.64124112,POINT (-87.641241121207 41.878688499939),1
JA495898,Y,11/2/2017 10:35,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/2/2017 13:20,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1200,W,ELMDALE AVE,2433,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,10,5,11,41.99102554,-87.66036003,POINT (-87.660360029798 41.991025539536),1
JA495760,,11/2/2017 10:36,15,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/2/2017 11:50,UNABLE TO DETERMINE,UNABLE TO DETERMINE,8136,S,ELIZABETH ST,613,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,10,5,11,41.74572937,-87.65496913,POINT (-87.654969131136 41.745729364942),1
