RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,Join
JA495146,,11/1/2017 20:19,30,OTHER REG. SIGN,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,ONE-WAY,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/1/2017 20:22,DISREGARDING OTHER TRAFFIC SIGNS,UNABLE TO DETERMINE,464,W,GARFIELD BLVD,935,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,4,11,41.7945458,-87.63774996,POINT (-87.637749956008 41.794545803505),1
JA495170,,11/1/2017 20:25,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,11/1/2017 21:10,IMPROPER LANE USAGE,NOT APPLICABLE,10,S,DEARBORN ST,112,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,4,11,41.88180696,-87.62954312,POINT (-87.629543115394 41.881806960065),1
JA495193,,11/1/2017 20:29,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DAWN,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/1/2017 20:34,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6800,W,BLOOMINGDALE AVE,2513,,,,,,,3,"REPORTED, NOT EVIDENT",1,0,0,0,1,4,0,20,4,11,41.91277029,-87.79496503,POINT (-87.794965026892 41.912770288629),1
JA495137,,11/1/2017 20:30,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/1/2017 21:00,WEATHER,NOT APPLICABLE,10627,S,STATE ST,512,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,4,11,41.7008794,-87.62319508,POINT (-87.623195075732 41.700879403665),1
JA495118,,11/1/2017 20:30,30,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/1/2017 20:40,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,3610,W,47TH ST,821,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,20,4,11,41.80809777,-87.71429136,POINT (-87.714291357145 41.808097772378),1
JA495184,,11/1/2017 20:30,30,UNKNOWN,UNKNOWN,RAIN,UNKNOWN,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,11/1/2017 21:45,FOLLOWING TOO CLOSELY,NOT APPLICABLE,1598,N,HALSTED ST,1822,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,4,11,41.91087186,-87.64841742,POINT (-87.648417418192 41.910871862639),1
JA495464,,11/1/2017 20:37,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DARKNESS,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,N,,,"OVER $1,500",11/1/2017 20:40,FOLLOWING TOO CLOSELY,NOT APPLICABLE,801,S,WESTERN AVE,1225,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,3,0,20,4,11,41.87132247,-87.68602236,POINT (-87.686022357731 41.871322468792),1
JA495134,,11/1/2017 20:40,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",11/1/2017 21:00,DISREGARDING TRAFFIC SIGNALS,UNABLE TO DETERMINE,3401,W,CERMAK RD,1024,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,20,4,11,41.85159646,-87.7101648,POINT (-87.710164799489 41.851596463563),1
JA495557,,11/1/2017 20:40,30,NO CONTROLS,NO CONTROLS,RAIN,DARKNESS,SIDESWIPE SAME DIRECTION,NOT DIVIDED,4,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/2/2017 9:20,DISTRACTION - FROM OUTSIDE VEHICLE,IMPROPER OVERTAKING/PASSING,1235,N,LA SALLE DR,1821,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,20,4,11,41.90490168,-87.63280926,POINT (-87.632809256721 41.904901682679),1
JA496996,,11/1/2017 20:40,30,NO CONTROLS,NO CONTROLS,RAIN,DARKNESS,FIXED OBJECT,PARKING LOT,0,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,"OVER $1,500",11/3/2017 10:15,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",59,E,VAN BUREN ST,113,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,4,11,41.87687878,-87.625411,POINT (-87.62541099739 41.876878778218),1
JA495823,,11/1/2017 20:45,30,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",11/2/2017 12:20,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,5715,W,FULLERTON AVE,2515,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,2,0,20,4,11,41.92382222,-87.76911813,POINT (-87.769118134437 41.923822215873),1
JA495188,,11/1/2017 20:50,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,11/1/2017 20:55,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,600,S,HALSTED ST,1232,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,1,0,20,4,11,41.87429453,-87.64727225,POINT (-87.647272246471 41.874294533285),1
JA495167,,11/1/2017 20:50,30,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),5,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/1/2017 20:53,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,4799,W,78TH ST,834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,4,11,41.7508781,-87.74136411,POINT (-87.741364112753 41.750878101964),1
JA495150,,11/1/2017 20:50,30,TRAFFIC SIGNAL,UNKNOWN,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,WET,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/1/2017 21:45,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,3658,N,WESTERN AVE,1921,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,4,11,41.94845447,-87.68845233,POINT (-87.688452331336 41.948454469323),1
JA495243,,11/1/2017 21:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/1/2017 23:00,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,200,W,WACKER DR,122,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,4,11,41.88704088,-87.63404251,POINT (-87.634042511085 41.887040881068),1
JA496404,Y,11/1/2017 21:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/2/2017 19:00,DISREGARDING STOP SIGN,UNABLE TO DETERMINE,2900,N,ELSTON AVE,1411,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,4,11,41.93390842,-87.6905095,POINT (-87.690509501078 41.933908422564),1
JA495284,,11/1/2017 21:00,30,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",SIDESWIPE OPPOSITE DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,WET,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",11/1/2017 23:44,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",NOT APPLICABLE,2200,N,CENTRAL PARK AVE,2525,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,4,11,41.92098564,-87.71703369,POINT (-87.717033690481 41.920985640087),1
JA495161,,11/1/2017 21:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,OTHER,4,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/1/2017 21:40,IMPROPER OVERTAKING/PASSING,IMPROPER LANE USAGE,5500,S,WENTWORTH AVE,225,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,4,11,,,,1
JA495169,,11/1/2017 21:10,30,NO CONTROLS,UNKNOWN,RAIN,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/1/2017 21:15,EXCEEDING SAFE SPEED FOR CONDITIONS,WEATHER,850,W,51ST ST,933,,Y,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,21,4,11,41.80166449,-87.64735384,POINT (-87.6473538436 41.80166449412),1
JA495148,,11/1/2017 21:18,15,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",OTHER OBJECT,ALLEY,1,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/1/2017 21:18,FAILING TO REDUCE SPEED TO AVOID CRASH,EQUIPMENT - VEHICLE CONDITION,1906,S,TOM PKWY,914,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,21,4,11,41.85605111,-87.63428785,POINT (-87.634287845641 41.856051105747),1
JA505505,,11/1/2017 21:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/9/2017 16:53,UNABLE TO DETERMINE,NOT APPLICABLE,3400,N,ASHLAND AVE,1922,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,4,11,41.94343231,-87.66891276,POINT (-87.668912756351 41.943432313398),1
JA495173,,11/1/2017 21:30,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/1/2017 22:00,UNABLE TO DETERMINE,NOT APPLICABLE,500,W,ROOSEVELT RD,124,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,4,11,41.86736269,-87.6392932,POINT (-87.639293194642 41.867362692617),1
JA496345,,11/1/2017 21:30,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/2/2017 18:15,IMPROPER OVERTAKING/PASSING,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,3922,W,57TH ST,822,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,21,4,11,41.78971095,-87.72157119,POINT (-87.721571186172 41.789710944684),1
JA495181,,11/1/2017 21:35,40,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,DIVIDED - W/MEDIAN BARRIER,6,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/1/2017 21:38,NOT APPLICABLE,NOT APPLICABLE,5201,N,LAKE SHORE DR NB,2023,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,1,0,21,4,11,41.97677895,-87.65016355,POINT (-87.650163545346 41.976778952794),1
JA495221,,11/1/2017 21:45,30,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/1/2017 22:20,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7301,N,WESTERN AVE,2411,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,4,11,42.01418203,-87.69008399,POINT (-87.690083986099 42.014182029503),1
JA495232,Y,11/1/2017 21:45,30,NO CONTROLS,UNKNOWN,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",11/1/2017 21:47,IMPROPER TURNING/NO SIGNAL,FAILING TO REDUCE SPEED TO AVOID CRASH,1299,N,KILDARE AVE,2534,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,21,4,11,41.90431903,-87.73358542,POINT (-87.733585418101 41.904319030391),1
JA497239,,11/1/2017 21:50,0,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,"OVER $1,500",11/3/2017 13:10,UNABLE TO DETERMINE,NOT APPLICABLE,313,E,63RD ST,312,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,21,4,11,41.78008096,-87.61822869,POINT (-87.618228693853 41.780080964241),1
JA495203,,11/1/2017 21:51,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),3,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/1/2017 21:53,FOLLOWING TOO CLOSELY,WEATHER,4500,W,WASHINGTON BLVD,1113,,Y,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,21,4,11,41.88200864,-87.73808107,POINT (-87.73808106854 41.882008643613),1
JA495340,,11/1/2017 22:00,40,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),6,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/2/2017 2:00,IMPROPER LANE USAGE,NOT APPLICABLE,1700,W,MONROE ST,1224,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,4,11,41.88023577,-87.6693111,POINT (-87.669311102631 41.880235773701),1
JA495560,,11/1/2017 22:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/2/2017 9:25,WEATHER,FAILING TO YIELD RIGHT-OF-WAY,2499,W,GEORGE ST,1411,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,4,11,41.93386,-87.69025074,POINT (-87.690250741926 41.933859997758),1
JA495225,,11/1/2017 22:09,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",11/1/2017 22:12,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,4600,N,CLARENDON AVE,1914,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,4,11,41.96553425,-87.65016717,POINT (-87.650167168683 41.965534246153),1
JA495249,,11/1/2017 22:28,30,TRAFFIC SIGNAL,UNKNOWN,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/1/2017 22:28,FAILING TO REDUCE SPEED TO AVOID CRASH,EXCEEDING AUTHORIZED SPEED LIMIT,600,W,127TH ST,523,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,22,4,11,41.66336881,-87.63666753,POINT (-87.636667525519 41.663368814348),1
JA495546,,11/1/2017 22:30,30,STOP SIGN/FLASHER,NO CONTROLS,RAIN,DARKNESS,ANGLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",11/2/2017 8:25,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1101,W,MONROE ST,1232,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,22,4,11,41.88025624,-87.65477841,POINT (-87.654778411081 41.88025623922),1
JA495231,,11/1/2017 22:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,WET,UNKNOWN,,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/1/2017 22:56,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6300,S,JUSTINE ST,725,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,2,0,22,4,11,41.77939365,-87.66313547,POINT (-87.663135465158 41.779393645831),1
JA495265,,11/1/2017 22:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,CENTER TURN LANE,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/1/2017 23:00,WEATHER,WEATHER,6100,W,FULLERTON AVE,2512,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,4,11,41.92389772,-87.77821098,POINT (-87.77821097882 41.923897721686),1
JA496325,,11/1/2017 22:30,30,NO CONTROLS,NO CONTROLS,RAIN,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/2/2017 18:17,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2321,S,MARSHALL BLVD,1033,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,22,4,11,41.84940062,-87.6988731,POINT (-87.698873096381 41.849400620622),1
JA495285,,11/1/2017 22:45,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/1/2017 22:50,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,4200,S,CICERO AVE,814,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,4,11,41.81672939,-87.74353671,POINT (-87.743536712476 41.816729386747),1
JA495277,,11/1/2017 22:46,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/1/2017 23:10,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,300,S,RIVERSIDE PLZ,121,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,22,4,11,41.87797514,-87.63842217,POINT (-87.638422171041 41.877975137969),1
JA495236,,11/1/2017 22:50,30,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT ON GRADE,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/1/2017 22:50,UNABLE TO DETERMINE,NOT APPLICABLE,4834,W,GRAND AVE,2533,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,4,11,41.9144465,-87.74736752,POINT (-87.747367517837 41.914446498093),1
JA495640,,11/1/2017 22:55,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",HEAD ON,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/2/2017 10:40,DISREGARDING TRAFFIC SIGNALS,PHYSICAL CONDITION OF DRIVER,10200,S,WESTERN AVE,2211,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,4,11,41.70810544,-87.68182033,POINT (-87.681820330549 41.708105443915),1
JA495245,,11/1/2017 22:56,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DARKNESS,PEDESTRIAN,NOT DIVIDED,4,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/1/2017 22:57,UNABLE TO DETERMINE,NOT APPLICABLE,7805,S,COTTAGE GROVE AVE,624,,,,,,,2,FATAL,1,1,0,0,0,1,0,22,4,11,41.75290612,-87.60509585,POINT (-87.605095850081 41.752906116482),1
JA495904,,11/1/2017 23:00,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,UNKNOWN,,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/2/2017 13:30,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4100,S,CICERO AVE,814,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,4,11,41.8181781,-87.74361186,POINT (-87.743611856242 41.818178096923),1
JA494260,,11/1/2017 23:08,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DARKNESS,SIDESWIPE SAME DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/1/2017 23:13,WEATHER,FAILING TO REDUCE SPEED TO AVOID CRASH,2,W,111TH ST,513,,Y,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,23,4,11,41.69269391,-87.62324146,POINT (-87.623241462789 41.692693911069),1
JA495267,,11/1/2017 23:19,30,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/1/2017 23:19,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3214,W,ARMITAGE AVE,1413,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,23,4,11,41.91750413,-87.70762033,POINT (-87.707620330166 41.917504134007),1
