RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
JA496291,,11/02/2017 02:58:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/02/2017 06:00:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3436,N,OSCEOLA AVE,1631,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,14,5,11,41.94254335,-87.813168003,POINT (-87.813168002518 41.942543350481)
JA496034,,11/02/2017 03:00:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/02/2017 03:11:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,5026,W,MONTROSE AVE,1623,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,15,5,11,41.960750982,-87.753484352,POINT (-87.753484351898 41.960750981961)
JA496097,,11/02/2017 03:00:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,TURNING,NOT DIVIDED,4,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/02/2017 03:45:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,4800,W,PETERSON AVE,1621,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,5,11,41.990008007,-87.748376951,POINT (-87.74837695119 41.990008007299)
JA497329,,11/02/2017 03:00:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,REAR END,CENTER TURN LANE,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/03/2017 02:20:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,7329,W,IRVING PARK RD,1631,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,5,11,41.952565641,-87.811274296,POINT (-87.811274296158 41.95256564111)
JA496098,,11/02/2017 03:00:00 PM,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/02/2017 03:05:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,WEATHER,8232,W,FOSTER AVE,1614,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,15,5,11,41.974038632,-87.83290872,POINT (-87.83290871985 41.974038632414)
JA497497,,11/02/2017 03:00:00 PM,30,UNKNOWN,UNKNOWN,UNKNOWN,DAYLIGHT,REAR END,UNKNOWN,,STRAIGHT AND LEVEL,DRY,DEBRIS ON ROADWAY,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/03/2017 04:00:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,6130,W,ADDISON ST,1633,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,5,11,41.945843547,-87.780195917,POINT (-87.780195917377 41.945843546524)
JA496047,,11/02/2017 03:00:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/02/2017 03:05:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,801,W,CHICAGO AVE,1214,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,15,5,11,41.896290016,-87.647769973,POINT (-87.647769973263 41.896290015597)
JA496046,,11/02/2017 03:03:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/02/2017 03:13:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2351,E,93RD ST,413,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,5,11,41.726124591,-87.56609904,POINT (-87.566099040043 41.726124590973)
JA496088,,11/02/2017 03:15:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/02/2017 03:30:00 PM,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,6200,N,CICERO AVE,1621,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,5,11,41.993160189,-87.748482104,POINT (-87.748482103986 41.993160188623)
JA496132,,11/02/2017 03:15:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",11/02/2017 04:00:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,7859,S,SOUTH SHORE DR,421,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,5,11,41.752815418,-87.548744141,POINT (-87.548744141489 41.752815417913)
JA496190,,11/02/2017 03:20:00 PM,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,4,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/02/2017 04:50:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,6150,N,CALDWELL AVE,1621,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,5,11,41.992864668,-87.757477687,POINT (-87.757477686672 41.992864668174)
JA496269,,11/02/2017 03:25:00 PM,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/02/2017 05:24:00 PM,WEATHER,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,9200,S,JEFFERY AVE,413,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,5,11,41.727845399,-87.575635705,POINT (-87.575635704599 41.727845399315)
JA496232,,11/02/2017 03:28:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,11/02/2017 03:30:00 PM,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",NOT APPLICABLE,4734,W,BELMONT AVE,1731,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,2,0,15,5,11,41.938960178,-87.74516653,POINT (-87.745166530254 41.938960178146)
JA497346,,11/02/2017 03:30:00 PM,20,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,4,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/03/2017 03:00:00 PM,IMPROPER LANE USAGE,NOT APPLICABLE,1750,W,MONTEREY AVE,2212,,,,Y,CONSTRUCTION,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,5,11,41.690773213,-87.66645913,POINT (-87.666459130087 41.690773212741)
JA498765,,11/02/2017 03:30:00 PM,15,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,3,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/04/2017 03:10:00 PM,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,9489,S,SOUTH CHICAGO AVE,424,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,5,11,41.722946965,-87.545635037,POINT (-87.545635036735 41.722946964909)
JA507180,,11/02/2017 03:30:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/10/2017 09:40:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,1700,W,GRAND AVE,1215,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,15,5,11,41.891052857,-87.669623539,POINT (-87.669623538743 41.891052857019)
JA496189,,11/02/2017 03:30:00 PM,35,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/02/2017 03:34:00 PM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,40,E,OAK ST,1824,,,,Y,UNKNOWN,Y,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,5,11,41.900880086,-87.626858889,POINT (-87.626858888615 41.900880085521)
JA496160,,11/02/2017 03:30:00 PM,20,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/02/2017 03:53:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,3132,N,WOLCOTT AVE,1931,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,15,5,11,41.938733696,-87.67604765,POINT (-87.67604765012 41.938733695983)
JA496259,,11/02/2017 03:32:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/02/2017 05:30:00 PM,IMPROPER BACKING,NOT APPLICABLE,1729,S,HALSTED ST,1235,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,5,11,41.858335426,-87.646510522,POINT (-87.646510521966 41.858335426305)
JA496491,,11/02/2017 03:38:00 PM,30,OTHER WARNING SIGN,FUNCTIONING PROPERLY,RAIN,DUSK,FIXED OBJECT,ONE-WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/02/2017 03:40:00 PM,DRIVING ON WRONG SIDE/WRONG WAY,NOT APPLICABLE,5963,W,RICE ST,1511,,,,,,,1,NONINCAPACITATING INJURY,1,0,0,1,0,0,0,15,5,11,41.895514501,-87.774789393,POINT (-87.774789392761 41.895514500806)
JA496116,,11/02/2017 03:45:00 PM,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT ON GRADE,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/02/2017 03:50:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,10623,S,HALSTED ST,2233,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,5,11,41.700749676,-87.64249553,POINT (-87.642495530151 41.700749676427)
JA496134,,11/02/2017 03:51:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DUSK,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/02/2017 03:58:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,EXCEEDING SAFE SPEED FOR CONDITIONS,12700,S,HALSTED ST,523,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,5,11,41.663182101,-87.641565265,POINT (-87.641565265157 41.663182101231)
JA496131,,11/02/2017 04:00:00 PM,30,TRAFFIC SIGNAL,UNKNOWN,CLOUDY/OVERCAST,DAYLIGHT,HEAD ON,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",11/02/2017 04:20:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2258,S,BLUE ISLAND AVE,1034,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,16,5,11,41.851197736,-87.669161352,POINT (-87.669161351639 41.851197735713)
JA496462,,11/02/2017 04:00:00 PM,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/02/2017 07:19:00 PM,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST","EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",650,E,85TH ST,632,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,16,5,11,41.740367114,-87.607922888,POINT (-87.607922888397 41.740367113878)
JA496175,,11/02/2017 04:05:00 PM,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/02/2017 04:15:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,3100,W,87TH ST,835,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,16,5,11,41.735352539,-87.699220575,POINT (-87.699220574943 41.735352539197)
JA496184,,11/02/2017 04:10:00 PM,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/02/2017 04:48:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,4447,N,LA CROSSE AVE,1623,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,5,11,41.962104939,-87.748654579,POINT (-87.748654578814 41.962104939378)
JA496163,,11/02/2017 04:14:00 PM,30,LANE USE MARKING,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,TURNING,NOT DIVIDED,4,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/02/2017 04:16:00 PM,WEATHER,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",5710,N,RIDGE AVE,2013,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,2,0,16,5,11,41.985793609,-87.66384333,POINT (-87.66384332996 41.985793609364)
JA496219,,11/02/2017 04:15:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,OTHER NONCOLLISION,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/02/2017 05:30:00 PM,ROAD CONSTRUCTION/MAINTENANCE,UNABLE TO DETERMINE,4400,N,LINCOLN AVE,1911,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,5,11,41.961426337,-87.684021397,POINT (-87.684021397337 41.961426336795)
JA496264,,11/02/2017 04:15:00 PM,0,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/02/2017 04:45:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,75,E,31ST ST,211,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,5,11,41.838231969,-87.623766298,POINT (-87.623766297826 41.838231969195)
JA496218,,11/02/2017 04:15:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/02/2017 05:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7928,S,VINCENNES AVE,621,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,16,5,11,41.749875277,-87.634601246,POINT (-87.634601245602 41.749875277019)
JA496181,,11/02/2017 04:15:00 PM,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/02/2017 04:45:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6950,S,SOUTH SHORE DR,331,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,5,11,41.768392442,-87.566657675,POINT (-87.56665767516 41.768392441857)
JA496224,,11/02/2017 04:16:00 PM,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,RAMP,2,STRAIGHT AND LEVEL,WET,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,Y,"$501 - $1,500",11/02/2017 05:45:00 PM,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,3947,N,LAKE SHORE DR NB,1925,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,2,0,16,5,11,41.954227869,-87.644393827,POINT (-87.644393827317 41.954227868696)
JA496162,,11/02/2017 04:20:00 PM,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/02/2017 04:40:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,2441,W,NORTH AVE,1423,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,16,5,11,41.910191663,-87.688869317,POINT (-87.688869317264 41.910191662879)
JA511768,,11/02/2017 04:20:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/14/2017 04:50:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,7411,N,CLARK ST,2422,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,16,5,11,42.016314317,-87.675098346,POINT (-87.675098345664 42.016314317328)
JA496156,,11/02/2017 04:20:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",11/02/2017 04:25:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,1559,W,MADISON ST,1224,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,2,0,16,5,11,41.881346014,-87.666765158,POINT (-87.666765158299 41.881346013772)
JA496225,,11/02/2017 04:24:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,ANGLE,NOT DIVIDED,4,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/02/2017 04:53:00 PM,FAILING TO YIELD RIGHT-OF-WAY,WEATHER,10700,S,HOMAN AVE,2211,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,5,11,41.698717808,-87.706169951,POINT (-87.706169951194 41.698717807755)
JA496687,,11/02/2017 04:25:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,Y,$500 OR LESS,11/02/2017 11:15:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,7600,S,STATE ST,623,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,16,5,11,41.756400407,-87.624869686,POINT (-87.624869685896 41.756400406673)
JA496176,,11/02/2017 04:30:00 PM,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/02/2017 04:47:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,5430,W,FOSTER AVE,1623,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,16,5,11,41.975259049,-87.764081995,POINT (-87.764081995392 41.975259049209)
JA499664,,11/02/2017 04:30:00 PM,30,TRAFFIC SIGNAL,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/05/2017 10:10:00 AM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,3154,W,FOSTER AVE,1712,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,16,5,11,41.975859694,-87.708464968,POINT (-87.70846496773 41.975859694203)
JA496273,,11/02/2017 04:30:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/02/2017 05:56:00 PM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,108,E,SUPERIOR ST,1833,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,5,11,41.895839638,-87.624988141,POINT (-87.624988141316 41.895839638207)
JA496251,,11/02/2017 04:30:00 PM,25,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/02/2017 05:26:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5900,S,KOSTNER AVE,813,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,5,11,41.785743463,-87.732891742,POINT (-87.732891741757 41.785743463309)
JA496200,,11/02/2017 04:30:00 PM,30,STOP SIGN/FLASHER,NO CONTROLS,RAIN,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",11/02/2017 04:35:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,5200,S,KEDZIE AVE,822,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,6,0,16,5,11,41.798899651,-87.703857998,POINT (-87.703857997716 41.798899651482)
JA496497,,11/02/2017 04:30:00 PM,30,NO CONTROLS,NO CONTROLS,RAIN,DUSK,SIDESWIPE SAME DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/02/2017 08:00:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4600,N,LINCOLN AVE,1911,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,16,5,11,41.964902361,-87.686279171,POINT (-87.686279170841 41.964902360748)
JA496205,,11/02/2017 04:30:00 PM,30,LANE USE MARKING,FUNCTIONING IMPROPERLY,RAIN,DAYLIGHT,TURNING,CENTER TURN LANE,1,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,11/02/2017 04:40:00 PM,IMPROPER OVERTAKING/PASSING,DRIVING ON WRONG SIDE/WRONG WAY,14,W,95TH ST,634,,,,Y,CONSTRUCTION,,2,NO INDICATION OF INJURY,0,0,0,0,0,9,0,16,5,11,41.721734965,-87.62457092,POINT (-87.624570920334 41.721734965274)
